Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
FAST FOODS,0,0.59,0.29,0.18,2.9,0.04,0.42,0.05,35,60.9,1.739,0.667,2.444,105,0.21,16,101,177,60,0.43,1.3,0.51,0
FAST FOODS,0,4.87,1.66,0.29,23.7,0.09,0.56,0.22,45,48.99,7.385,4.272,4.763,24,1.08,25,162,301,510,2.19,0,0,0
FAST FOODS,0,7.35,1.59,0.18,21.7,0.09,0.41,0.35,35,45.7,7.502,4.163,4.812,37,0.91,23,188,347,598,0.95,0,0,0
FAST FOODS,0,0.98,1.42,0.45,17.4,0.05,0.45,0.13,0,76.7,1.347,0.209,1.356,27,2.05,18,78,273,398,1.41,0.6,0,2
FAST FOODS,0,2.49,0.26,0.23,8.3,0.18,0.96,0.03,32,29.2,9.948,5.89,5.742,18,2.65,27,207,231,725,1.42,0,0,0
ENTREES,0,1.943,0.45,0.125,42.1,0.092,7.33,0.249,155,53.38,7.18,5.13,3.74,337,1.86,42,378,270,819,3.54,0.3,0,0
ENTREES,0,2.102,0.199,0.106,9.1,0.109,1.11,0.102,11,53.57,2.58,6.27,2.82,18,2.11,24,171,320,532,0.44,0,0,0
FAST FOODS,0,3.18,0.76,0.25,66.3,0.22,0.73,0.02,78,47.97,4.979,3.337,3.294,20,3.21,17,141,131,487,11.25,3,0,0
FAST FOODS,0,0.55,0.12,0.05,0.4,0.03,0,0.08,0,95.51,0.004,0.034,0.01,13,0.63,11,39,172,26,0.21,23.2,0,0
FAST FOODS,0,0.45,0.24,0.08,3.4,0.04,0.14,0.05,34,90.46,0.81,0.219,1.371,46,0.31,11,61,171,55,0.46,4.5,0,0
FAST FOODS,0,2.7,0.27,0.06,7.1,0.05,0.09,0.2,3,87.05,0.311,0.255,0.265,17,0.5,15,78,205,96,0.41,8,0,0
FAST FOODS,0,0.85,0.09,0.05,10.7,0.07,0.41,0.08,1,80.37,1.156,2.178,0.616,17,0.76,12,49,144,377,0.4,9.2,0,0
FAST FOODS,0,0.49,0.21,0.07,16.2,0.05,1.6,0.06,0,89.1,0.348,0.205,0.276,25,0.38,16,68,171,207,0.54,3.9,0,0
FAST FOODS,0,1.83,0.28,0.12,11.3,0.12,0.26,0.13,34,82.45,1.585,0.443,2.508,72,0.6,15,123,123,228,0.96,5,0,0
FAST FOODS,0,0,0.35,0.59,27,0.14,0.3,0.05,29,48.01,8.718,0.42,3.391,13,1.42,22,203,204,638,0.75,0,0,0
FAST FOODS,0,0,0.29,0.55,41.7,0.13,0.09,0.04,22,47.82,10.597,0.393,3.28,51,1.8,24,210,112,882,0.74,0,0,0
FAST FOODS,27,1.87,0.92,0.28,10.1,0.29,0.5,0.14,0,52.53,2.184,0.551,3.174,52,2.08,40,45,301,454,0.7,0.9,0,0
FAST FOODS,0,1.92,0.86,0.38,9.1,0.12,0.48,0.13,23,53.91,1.335,0.959,3.682,115,1.22,43,97,267,627,0.88,0.9,0,0
FAST FOODS,0,2.15,0.92,0.35,9,0.22,0.57,0.14,0,54.37,2.632,0.473,3.729,49,2.23,35,56,284,512,1.67,0.6,0,0
FAST FOODS,0,2.34,0.97,0.36,13.2,0.23,0.75,0.16,0,51.89,3.038,0.529,3.6,46,2.12,36,61,284,578,1.66,0.8,0,0
FAST FOODS,28,1.9,0.82,0.35,8.7,0.15,0.54,0.11,0,64.94,2.196,0.502,3.522,64,1.84,25,69,202,488,1.16,2.5,0,0
FAST FOODS,0,2.29,0.86,0.36,13.2,0.16,0.59,0.12,37,55.77,2.515,0.377,3.332,86,2.29,29,85,241,613,1.81,2,0,0
FAST FOODS,0,2.93,1.36,0.42,16.7,0.11,0.89,0.14,0,49.61,3.368,0.388,4.754,38,2.77,37,79,336,678,2.15,0.5,0,0
FAST FOODS,0,2.53,0.93,0.4,11.9,0.2,0.64,0.15,0,54.45,3.022,0.485,3.98,43,2.21,30,70,248,555,2.15,0.8,0,0
FAST FOODS,0,2.74,0.99,0.41,11,0.2,0.68,0.12,59,55.19,3.267,0.732,3.42,73,2.57,23,104,219,688,2.6,1.2,0,0
FAST FOODS,0,2.51,1.28,0.24,9.3,0.23,0.69,0.1,0,35.63,4.621,1.426,6.175,21,1.45,10,20,141,286,0.54,1,0,0
FAST FOODS,0,3.32,1.18,0.37,13.6,0.28,0.87,0.16,0,50.68,4.635,0.653,4.888,36,2.61,36,71,337,523,2.85,2.7,0,0
FAST FOODS,0,2.55,0.98,0.47,12.6,0.21,0.71,0.12,69,52.7,5.155,0.398,6.108,130,2.1,33,102,111,523,1.84,1.5,0,0
FAST FOODS,0,2.81,1.15,0.35,12.8,0.15,0.57,0.12,0,54.24,4.128,0.582,4.354,37,2.2,34,59,323,615,1.59,0.2,0,0
FAST FOODS,0,1.92,0.82,0.53,13.7,0.13,0.71,0.09,10,59.19,3.923,0.303,4.649,121,1.75,23,81,183,497,2.57,1,0,0
FAST FOODS,0,1.17,0.93,0.26,6.2,0.05,0.46,0.24,30,63.23,3.872,0.501,6.496,199,0.81,31,82,147,481,1.54,0.6,0,0
FAST FOODS,0,1.31,0.75,0.21,5.1,0.05,0.53,0.14,25,66.89,3.201,0.723,4.712,119,1.6,43,87,299,687,1.4,0.7,0,0
FAST FOODS,0,1.55,0.95,0.36,4.2,0.09,0.84,0.11,24,62.67,3.377,0.17,4.118,113,1.24,37,116,290,648,1.43,2.4,0,0
FAST FOODS,0,0.89,0.66,0.2,1.7,0.08,0.41,0.12,9,69.11,1.567,0.417,2.44,113,1.34,51,105,362,528,1.04,0.9,0,0
FAST FOODS,26,1.36,1.16,0.33,13.9,0.17,0.73,0.18,0,40.45,7.074,1.976,6.885,241,1.13,49,244,152,722,1.58,1.1,0,0
FAST FOODS,0,1.39,1.2,0.24,6.9,0.06,0.5,0.18,217,42.7,7.061,1.973,6.872,304,1.2,53,193,144,851,1.42,0.5,0,0
FAST FOODS,28,1.31,0.99,0.27,5.4,0.09,0.4,0.16,0,55.96,4.306,2.231,4.897,151,1.09,38,152,177,706,1.43,1.9,0,0
FAST FOODS,0,3.6,1.74,0.41,6.1,0.17,1.58,0.16,0,1.01,10.864,3.786,16.707,78,2.65,18,30,72,403,0.54,7.3,0,0
FAST FOODS,32,1.88,0.99,0.26,13.7,0.09,0.61,0.14,0,58.4,3.846,0.561,6.648,129,1.41,41,119,277,469,2.3,1.3,0,0
FAST FOODS,23,1.24,0.68,0.18,2.2,0.05,0.32,0.11,0,72.35,2.606,0.883,3.446,97,1.15,26,72,210,385,1.36,1.8,0,0
FAST FOODS,0,0.97,0.55,0.19,2.9,0.06,0.28,0.2,82,76.79,1.739,0.589,2.299,94,1.02,20,59,150,339,1.26,1.3,0,0
FAST FOODS,0,0.92,0.79,0.23,2.4,0.07,0.48,0.11,11,66.24,2.121,0.52,3.727,146,1.31,41,81,280,377,1.32,0.9,0,0
FAST FOODS,0,1.27,0.83,0.22,9.3,0.04,0.5,0.11,19,70.44,1.561,0.265,5.1,84,1.09,30,77,218,387,1.41,1.8,0,0
FAST FOODS,0,1.93,1.16,0.34,11.7,0.06,0.72,0.14,11,62.05,2.052,0.598,6.377,133,1.76,39,110,351,550,2.26,1.6,0,0
No Category,0,0.76,0.77,0.22,2.7,0.05,0.38,0.1,56,72.51,3.25,1.17,3.78,162,0.62,28,89,249,306,1.56,1.4,0,0
FAST FOODS,29,4.618,0.253,0.299,0,0.259,1.02,0.138,0,38.7,4.292,0.417,5.245,191,2.66,21,159,190,589,2.2,0,0,0
FAST FOODS,33,3.51,0.417,0.19,22.7,0.32,1.31,0.374,54,45.78,5.035,1.523,5.797,123,2.25,23,142,184,628,2.21,0.4,0.09,5.5
FAST FOODS,0,4.14,0.22,0.15,13.3,0.21,0.8,0.1,0,55.2,4.654,0.955,5.966,118,1.72,17,140,149,634,1.7,1.5,0,0
FAST FOODS,0,4.382,0.342,0.282,0,0.185,1.38,0.187,0,42.17,5.794,0.562,7.08,180,2.37,21,183,216,621,2.75,0,0,0
FAST FOODS,0,4.85,0.26,0.17,14.2,0.21,1.16,0.11,0,51.2,4.704,1.601,5.251,103,2.06,18,146,202,633,2.1,1,0,0
FST FOODS,0,4.618,0.253,0.299,0,0.259,1.02,0.138,0,38.7,4.292,0.417,5.245,191,2.66,21,159,190,589,2.2,0,0,0
FAST FOODS,0,3.66,0.28,0.19,17.3,0.25,0.91,0.12,0,46.56,5.543,2.792,5.6,74,2.07,16,153,171,404,1.81,1.2,0.87,0
FAST FOODS,0,4.468,0.341,0.416,0,0.191,1.51,0.265,0,42.63,5.52,0.516,6.76,167,2.42,24,188,217,533,3.11,0,0,0
FAST FOODS,0,4.233,0.354,0.348,3.4,0.174,1.25,0.242,0,46.85,5.427,0.672,6.126,137,2.07,23,181,238,674,2.67,0.7,0,0
FAST FOODS,29,3.327,0,0.281,0,0.145,1.01,0,0,59.55,3.518,0.298,3.893,95,1.86,19,119,210,385,2.17,1.9,0,0
FAST FOODS,0,3.61,0.41,0.22,12.8,0.21,1.13,0.15,0,50.05,7.429,1.516,8.317,119,1.98,20,209,212,674,2.61,2.9,0,0
FAST FOODS,39,2.81,0.33,0.19,11.2,0.14,1.32,0.16,0,51.09,6.726,1.821,6.85,93,2.29,20,153,231,445,2.59,0.4,0,0
FAST FOODS,0,4.263,0.387,0.273,0,0.148,1.56,0.211,0,43.93,6.559,0.637,8.015,174,2.23,21,196,230,637,3.02,0,0,0
FAST FOODS,35,3.74,0.33,0.13,22.2,0.18,0.21,0.11,0,47.31,5.72,4.606,4.685,33,2.57,19,128,194,526,1.03,4.9,0,0
FAST FOODS,0,3.98,0.59,0.2,21.1,0.18,0.2,0.18,70,46.01,5.987,4.363,5.46,113,1.59,19,178,146,543,1.27,1.3,0,0
FAST FOODS,0,1.42,0.6,0.39,23.1,0.18,0.78,0.09,138,56.3,5.662,1.769,4.538,154,2.04,15,207,129,551,1.13,1,0,0
FAST FOODS,29,2.15,0.37,0.14,50.6,0.21,0.68,0.07,0,47.35,4.869,5.22,3.313,53,1.65,21,134,215,389,0.63,1.8,0.55,0
FAST FOODS,33,2.31,0.24,0.23,48.4,0.25,0.59,0.06,0,45.18,4.874,5.154,4.448,101,1.91,20,170,193,513,0.64,1.5,1,0
FAST FOODS,34,5.342,0.217,0.28,0,0.293,1,0.142,0,38.49,3.839,0.265,3.561,138,3.05,21,122,193,440,2.2,0,0,0
FAST FOODS,35,4.061,0.37,0.186,24.7,0.349,1.2,0.108,0,46.14,4.637,1.138,4,74,2.53,23,111,183,491,2.06,0.3,0.07,4.9
FAST FOODS,0,3.35,0.27,0.18,18.7,0.21,0.8,0.11,0,49.41,4.809,2.343,3.755,57,2.39,20,113,206,458,1.87,1.5,0,0
FAST FOODS,0,5.365,0.31,0.25,0,0.217,1.44,0.203,0,42.67,5.495,0.38,5.096,102,2.88,20,136,226,414,2.87,0,0,0
FAST FOODS,0,3.13,0.36,0.19,20.9,0.16,1.55,0.17,0,50.51,6.571,1.286,5.582,43,2.58,21,132,245,345,2.7,0.5,0,0
FAST FOODS,0,4.56,0.39,0.21,19.8,0.21,1.5,0.17,0,42.1,7.21,1.56,6.12,54,2.61,20,128,195,346,3,0,0,0
FAST FOODS,0,3.34,0.33,0.17,15.4,0.19,1.09,0.15,4,55.7,5.24,1.01,4.78,44,2.26,20,107,220,378,2.24,1.2,0,0
FAST FOODS,40,3.35,0.24,0.17,11.3,0.16,1.8,0.24,0,53.74,4.57,1.237,4.654,45,2.59,22,139,252,350,2.51,0.5,0,0
FAST FOODS,0,4.23,0.26,0.21,21.5,0.12,1.9,0.24,0,52.37,7.04,1.059,6.147,25,3.21,21,152,303,275,4.15,0.5,0,0
FAST FOODS,0,1.84,0.71,0.33,15.8,0.21,0.37,0.14,66,50.8,4.615,0.942,4.409,89,2.22,11,104,199,528,0.94,1.9,0.2,0
FAST FOODS,0,2.94,0.66,0.39,22.7,0.3,0.86,0.11,115,51.15,4.017,1.182,5.175,148,2.17,18,242,147,703,1.39,1.9,0,0
FAST FOODS,0,3.72,0.52,0.28,26.5,0.24,0.52,0.05,0,53.96,6.993,1.741,5.213,24,2.36,13,99,146,684,2.02,0.1,0,0
FAST FOODS,0,3.28,0.48,0.35,11.4,0.19,0.26,0.04,0,47.8,5.785,1.042,4.258,17,2.88,9,168,146,421,0.68,2.4,0,0
FAST FOODS,0,2.38,0.77,0.4,12.7,0.16,0.25,0.05,33,46.7,5.205,1.998,2.949,58,3.53,10,95,150,556,0.75,0,0,0
FAST FOODS,0,4.22,0.6,0.22,21,0.27,0.88,0.19,0,48.64,4.895,1.227,2.594,39,3.04,22,172,227,570,2.44,1.5,0,0
SANDWICHES&BURGERS,0,3.35,0.39,0.26,19.5,0.22,1.17,0.19,33,43.5,2.08,1.99,5.13,104,2.87,23,228,196,928,3.05,0,0,0
SANDWICHES&BURGERS,0,3.58,0.45,0.18,20.6,0.2,0.77,0.18,0,51.07,2.62,1.64,1.87,45,2.53,24,146,257,391,2.22,2.7,0,0
FAST FOODS,0,2.41,0.39,0.35,13.5,0.44,0.48,0.06,26,57.8,3.608,1.001,2.986,83,1.1,30,126,173,724,1.13,5.4,0,0
FAST FOODS,0,2.76,0.36,0.19,11.9,0.19,0.84,0.15,5,58.97,0.85,1.209,3.281,19,1.3,31,89,153,391,2.03,2.6,0,0
FAST FOODS,0,4.43,0.73,0.13,23.5,0.18,0.63,0.09,17,54.31,5.235,2.85,2.082,29,1.03,31,86,131,505,0.73,1.4,0,0
FAST FOODS,0,0.08,0.15,0.03,1,0.04,0.18,0.11,22,74.02,2.444,6.459,1.622,34,0.73,9,36,179,270,0.2,8.4,0,57
FAST FOODS,0,1.49,0.25,0.07,0.7,0.17,0,0.22,11,72.05,0.688,0.419,1.125,3,0.6,28,74,246,20,0.62,4.7,0,0
FAST FOODS,0,2.6,0.28,0.03,10.3,0,0.22,0.13,6,32.29,10.024,0.498,3.444,88,1.83,21,244,241,1237,0.55,0,0,0
FAST FOODS,0,1.11,0.24,0.12,3.5,0.1,0.15,0.07,0,37.09,8.013,0.801,8.377,88,1.02,19,104,156,518,0.42,0.7,0.4,0
FAST FOODS,0,1.13,0.44,0.07,2.6,0.08,0.06,0.24,85,65.75,3.615,2.042,3.567,105,1.02,22,108,394,129,0.64,8.8,0,0
FAST FOODS,0,1.33,0.43,0.08,3.2,0.09,0.11,0.25,63,65.02,3.249,1.589,3.389,103,1.05,23,116,394,325,0.72,9.6,0,0
FAST FOODS,0,1.06,0.42,0.08,1.7,0.08,0.1,0.23,65,70.04,2.265,1.232,2.511,99,0.98,23,102,425,143,0.6,14.3,0,0
FAST FOODS,0,1.06,0.65,0.09,1.4,0.07,0.06,0.24,45,70.08,1.731,0.227,3.3,104,1.55,28,126,398,177,0.96,8,0,0
FAST FOODS,0,1.23,0.49,0.06,1.1,0.09,0.07,0.26,78,69.45,2.607,1.098,3.315,35,1.03,23,61,458,60,0.3,11.2,0,0
FST FOODS,21,2.497,0.617,0.067,0.9,0.175,0,0.379,0,39.76,9.906,2.999,3.965,13,1.37,34,138,550,194,0.73,2.7,0.78,11.2
FAST FOODS,0,1.2,0.48,0.05,0.5,0.09,0.05,0.23,10,79.21,0.351,0.292,0.479,21,0.47,18,55,294,227,0.32,0.4,0,0
SIDE DISHES,0,0.27,0.37,0.11,0.9,0.07,0.12,0.15,30,78.73,1.69,3.02,1.03,14,0.73,8,56,270,328,0.2,1.1,0,0
BURGER KING,0,0.09,0.62,0.18,3.2,0,0.36,0.03,0,68.13,2.47,0.434,5.335,104,0.42,12,97,153,100,0.67,0,0.32,0
FAST FOODS,33,4.65,0.394,0.201,24.8,0.16,1.66,0.148,0,48.81,5.404,1.179,4.785,87,1.73,24,121,225,374,3.04,0.3,0.06,5
PIZZA,14,2.196,0.219,0.258,21.5,0.211,0.78,0.083,58,46.28,4.246,1.903,4.272,179,2.27,23,179,152,447,1.32,1.2,1.01,6.6
PIZZA,17,1.985,0.256,0.246,34.8,0.241,0.7,0.092,61,43.46,2.198,1.381,3.825,177,1.77,26,238,175,556,1.32,1.9,0.72,7.5
PIZZA,24,2.379,0.332,0.233,9,0.216,0.62,0.149,0,46.71,5.832,2.511,4.8,152,1.36,25,181,209,555,1.71,3.4,0,0
PIZZA,0,2.155,0.435,0.206,11.6,0.25,0.8,0.14,0,44.24,4.296,1.836,4.255,155,1.36,27,211,189,640,1.87,4.2,0,0
McDONALD'S,0,4.544,0,0.239,0,0.247,0.83,0,0,45.67,3.17,0.223,2.938,121,2.64,20,107,203,507,1.87,0.6,0,0
FAST FOODS,41,5.985,1.182,0.204,17.2,0.092,0.33,0.148,5,47.08,7.977,5.32,4.022,14,0.83,25,289,261,574,0.91,0.6,1.12,7
FAST FOODS,31,5.11,0.804,0.183,19.3,0.16,0.33,0.126,0,51.06,3.74,5.47,2.119,78,1.23,28,161,205,650,1,0.3,0.69,4.6
MCDONALD'S,0,2.399,0.208,0.182,0,0.251,0.74,0.052,0,46.18,3.85,5.633,2.597,115,1.48,20,118,175,485,0.5,0.1,0,0
MCDONALD'S,0,4.026,0,0.26,0,0.223,0.86,0,0,45,3.631,0.355,4.435,167,2.35,20,140,200,626,1.91,0.6,0,0
MCDONALD'S,0,4.452,0,0.344,0,0.183,1.28,0,0,50.37,4.202,0.283,4.008,84,2.41,22,124,227,427,2.69,0.9,0,0
MCDONALD'S,0,3.85,0,0.354,0,0.164,1.26,0,0,48.9,4.608,0.433,5.643,144,2.1,22,161,219,579,2.63,0.8,0,0
MCDONALD'S,0,3.384,0,0.209,0,0.176,0.88,0,0,51.3,3.474,0.306,3.803,116,2,20,122,181,460,1.91,0.4,0,0
MCDONALD'S,0,2.76,0.644,0.036,0,0.328,0,0.521,0,39.76,7.805,4.664,2.084,17,0.86,32,132,560,227,0.44,7.3,0,0
WENDY'S,0,3.225,0.336,0.205,18.2,0.275,1.45,0.114,0,58.41,4.077,1.55,3.689,34,2.73,18,103,195,395,2.47,0.5,0,9
WENDY'S,0,3.19,0.291,0.256,19.1,0.26,1.54,0.106,0,57.5,4.407,1.405,5.191,75,2.34,19,126,187,476,2.58,0.5,0,9.3
WENDY'S,0,3.887,0.346,0.235,23.1,0.422,1.27,0.124,0,48.25,3.531,1.116,3.466,45,3.35,21,107,175,539,2.1,0.5,0,4.5
WENDY'S,0,3.08,0.302,0.171,21.9,0.361,1.3,0.956,0,48.06,4.398,1.181,5.181,92,2.78,22,134,178,660,2.18,0.6,0,4.2
WENDY'S,0,3.52,0.359,0.251,19.9,0.242,1.92,0.189,0,55.84,5.74,1.3,5.89,58,2.94,19,134,214,422,3.05,0.7,0,6.9
WENDY'S,0,3.3,0.526,0.13,24.4,0.295,0.33,0.189,0,54.94,2.921,3.086,1.618,23,1.5,24,161,228,401,0.61,0.3,0,10.7
WENDY'S,0,4.16,0,0.26,31.3,0.392,0.33,0.141,0,59.67,1.46,1.81,1.03,25,1.55,24,168,221,427,0.57,1.1,0,8.9
WENDY'S,0,6.042,0.905,0.122,25,0.079,0.33,0.254,0,43.13,11.365,5.764,4.939,24,0.74,24,287,236,679,0.63,1.3,0,8
WENDY'S,0,2.482,0.657,0.063,0.8,0.178,0,0.391,0,38.81,8.518,3.728,3.201,15,1.93,34,137,575,172,0.53,5.1,0,6.4
WENDY'S,28,0.348,0.601,0.72,3.3,0.06,0.59,0,0,69.25,0.692,0.117,1.635,128,1.04,20,112,185,98,0.44,0,0,0.4
BURGER KING,0,2.342,0.39,0.03,1.2,0.173,0,0.175,0,36.66,11.061,1.147,4.367,9,1.29,30,143,473,455,1.1,0.7,0.76,11.1
BURGER KING,0,3.947,0.222,0.227,24.9,0.334,0,0.101,0,44.68,5.317,1.246,5.068,51,2.52,24,119,182,455,2.15,0.2,0.04,5.5
BURGER KING,0,3.4,0.23,0.24,24.4,0.303,0,0.09,0,44.59,5.704,1.521,6.842,93,2.5,24,143,178,602,2.4,0.2,0.1,5.7
BURGER KING,0,2.873,0.173,0.175,18.2,0.215,0,0.091,0,56.43,4.685,3.389,4.25,39,4.37,18,90,169,313,2.83,0.2,0.15,19.5
BURGER KING,0,2.56,0.18,0.2,18.4,0.213,0,0.073,0,54.92,5.058,3.784,5.782,82,2,18,113,169,453,1.6,0.2,0.08,19.1
Burger king,0,3.23,0.19,0.19,20.1,0.193,0,0.114,0,55.29,6.117,3.016,5.773,35,2.8,18,111,192,289,3,0.2,0,14.1
BURGER KING,0,3,0.2,0.21,17,0.267,0,0.112,0,53.28,6.298,2.987,6.998,78,5.3,19,128,189,387,3.5,0.2,0.06,11.5
BURGER KING,0,7.482,0.6,0.105,30.9,0.128,0,0.349,0,46.06,9.532,2.098,4.242,15,0.61,25,227,263,721,0.58,0.7,0.8,6.3
BURGER KING,0,4.5,0.38,0.15,27.6,0.307,0,0.157,0,57.3,3.1,4.76,2.198,33,5.5,21,149,183,433,1.2,0.2,0,22.7
BURGER KING,0,4.71,0.43,0.16,23.4,0.281,0,0.154,0,45.52,5.419,5.606,3.4,40,2.1,24,133,185,590,1.4,0.2,0,23.7
TACO BELL,0,1.92,0.185,0.189,9.2,0.093,0.96,0.142,0,55.91,5.445,2.097,4.659,79,1.88,33,178,216,447,2.22,0,0.6,15.3
TACO BELL,0,2.593,0.206,0.211,11,0.154,0.78,0.089,0,55.72,4.36,1.012,4.199,116,2.43,20,163,181,632,1.64,0,0.4,11.2
TACO BELL,0,6.367,0.747,0.163,12.7,0.215,0.37,0.147,0,56.42,2.832,1.055,2.614,105,1.72,22,224,237,606,0.79,0,0.35,8.7
TACO BELL,0,2.975,0.26,0.194,13.1,0.307,0.96,0.085,0,56.82,3.937,3.485,3.369,117,2.22,21,155,183,551,2.15,0,0.43,20.8
TACO BELL,0,1.712,0.168,0.153,10.4,0.202,0,0.121,0,55.06,2.992,0.882,2.444,117,2.31,31,170,269,614,0.86,0,0.5,4.2
TACO BELL,0,1.747,0.178,0.149,9.6,0.154,0.5,0.104,0,60.6,3.277,0.817,3.047,93,2.26,25,136,245,574,1.05,0,0.46,5.4
TACO BELL,0,3.9,0.566,0.171,9.6,0.174,0.33,0.126,0,61,2.56,0.795,2.352,94,1.56,28,163,264,564,0.65,0,0.42,5.3
TACO BELL,0,2.25,0.219,0.183,10.1,0.252,0.6,0.101,0,61.21,2.822,0.77,2.674,101,2,27,131,228,534,1.38,0,0.38,6
TACO BELL,0,0.91,0.307,0.134,3.4,0.125,0,0.178,0,34.29,12.715,2.58,4.699,89,1.12,52,283,182,514,1.15,0,1.05,7.5
TACO BELL,0,0.984,0.253,0.143,6.7,0.101,0.39,0.173,0,53.78,7.022,1.432,3.984,73,2.14,46,197,242,430,1.36,0,0.73,6.4
TACO BELL,0,1.505,0.205,0.106,7.2,0.15,0.4,0.103,0,67.32,3.972,0.752,2.979,95,1.77,27,103,229,363,1.17,0,0.54,10.7
"PIZZA HUT 12"" CHS PIZZA",0,3.295,0.285,0.256,20.5,0.264,0.7,0.114,72,43.29,2.919,1.839,5.04,209,1.95,22,249,173,685,1.65,0,0.7,10.1
"PIZZA HUT 12"" CHS PIZZA",0,3.91,0.285,0.251,19.4,0.243,0.64,0.107,73,43.4,3.213,2.752,5.184,208,1.86,21,241,168,624,1.63,0,1.06,15.5
"PIZZA HUT 12"" CHS PIZZA",0,2.895,0.32,0.276,23.1,0.218,0.89,0.109,107,38.77,3.807,1.698,6.896,278,1.71,24,317,191,784,1.87,0,0.84,8.3
"PIZZA HUT 12"" PEPPERONI PIZZA",0,4.028,0.467,0.271,21.3,0.32,0.68,0.152,56,41.35,4.018,2.034,5.161,155,2.14,23,218,207,801,1.68,0,0.75,8.5
"PIZZA HUT 12"" PEPPERONI PIZZA",0,3.84,0.378,0.254,20.6,0.287,0.64,0.14,46,40.8,4.415,3.465,5.271,146,2.14,22,205,199,692,1.54,0,0.78,19.3
"PIZZA HUT 12"" SUPER SUPREME PIZZA",0,3.582,0.441,0.242,19.5,0.266,0.62,0.146,35,50.2,3.953,1.729,4.554,129,2,23,200,233,689,1.45,0,0.77,7.3
"DOMINO'S 14"" Cheese Pizza",0,3.253,0.45,0.215,25.9,0.166,0.42,0.116,55,44.3,1.976,1.583,3.547,134,2.3,24,187,152,478,1.15,0,0.99,5.4
"DOMINO'S 14"" Cheese Pizza",0,4.25,0.525,0.245,35.6,0.228,0.47,0,74,42.09,2.937,1.921,4.025,148,2.96,25,202,164,561,1.37,0,0.89,6.1
"DOMINO'S 14"" Cheese Pizza",0,1.025,0.4,0.11,35.4,0.086,0.79,0,89,39.72,4.217,3.646,6.756,222,0.71,26,301,184,497,1.66,0,1.49,15.8
"DOMINO'S 14"" Pepperoni Pizza",0,3.617,0.55,0.223,28.5,0.176,0.55,0.15,43,43.45,3.137,1.75,4.255,122,2.36,25,185,176,507,1.23,0,0.97,5.2
"DOMINO'S 14"" Pepperoni Pizza",0,3.975,0.6,0.242,36.8,0.16,0.56,0,66,40.85,4.027,2.03,4.905,112,2.6,25,202,176,526,1.51,0,0.88,5.9
No Category,0,3.25,0.5,0.22,24,0.135,0.55,0,48,50.77,3.627,1.425,4.386,113,2.32,22,184,174,456,1.27,0,0.8,5.2
"PAPA JOHN'S 14"" CHS PIZZA",0,3.064,0.18,1.225,27.6,0.453,0.68,0.122,54,44.16,2.476,1.97,3.871,166,1.97,24,203,138,578,1.24,0,1.14,7.5
"PAPA JOHN'S 14"" PEPPERONI PIZZA",0,3.225,0.266,0.486,29.3,0.431,0.79,0.162,52,43.6,3.912,2.206,4.908,152,1.98,23,196,150,671,1.34,0,1.1,6.1
"PAPA JOHN'S 14"" THE WORKS PIZZA",0,3.205,0.325,0.292,26.8,0.233,0.72,0,27,50.57,3.652,1.877,3.765,99,1.5,21,160,160,570,0.98,0,1.06,5.6
"PAPA JOHN'S 14"" CHS PIZZA",0,0.895,0.139,0.216,29,0.469,0.83,0,77,43.3,6.002,1.663,6.202,238,0.51,22,245,160,528,1.25,0,1.78,5.6
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA",0,3.237,0.447,0.297,31.4,0.377,0.4,0,72,43.39,2.38,1.461,4.206,233,2.34,28,231,170,454,1.61,0,0.61,5.9
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA",0,3.737,0.53,0.311,32,0.338,0.52,0,65,42.57,3.108,1.603,4.541,210,2.34,28,224,178,518,1.66,0,0.76,5.9
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA",0,3.567,0.573,0.263,27.1,0.286,0.61,0,46,51.1,4.063,1.72,4.561,167,2.11,24,207,195,578,1.55,0,0.9,5.7
"LITTLE CAESARS 14"" CHS PIZZA",0,2.967,0.57,0.273,30,0.44,0.43,0,71,44.9,2.757,1.728,4.237,224,2.31,27,221,160,432,1.52,0,0.81,6.8
"LITTLE CAESARS 14"" PEPPERONI PIZZA",0,3.767,0.483,0.28,30.9,0.373,0.46,0,59,44.98,3.151,1.756,4.314,201,2.3,27,215,173,492,1.57,0,0.81,7.1
"LITTLE CAESARS 14"" CHS PIZZA",0,0.85,0.425,0.185,28.1,0.139,0.71,0,116,41.21,4.42,3.161,7.327,422,0.64,28,297,177,455,2.12,0,1.21,9.6
"PIZZA HUT 14"" CHS PIZZA",0,3.552,0.33,0.269,13.3,0.366,0.71,0.122,64,43.19,2.576,1.796,4.421,189,1.96,21,227,157,632,1.46,0,0.57,7.7
"PIZZA HUT 14"" CHS PIZZA",0,3.255,0.231,0.275,17.8,0.395,0.79,0.058,67,43.25,3.108,2.819,4.99,187,1.62,21,225,147,561,1.27,0,0.74,17
