Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
"PIZZA HUT 14"" CHS PIZZA",0,5.345,0.241,0.305,21.1,0.33,0.87,0.082,92,39.25,3.605,1.71,6.394,263,1.45,25,303,178,783,1.5,0.4,0.68,7.7
"PIZZA HUT 14"" PEPPERONI PIZZA",0,4.36,0.4,0.326,16,0.409,0.72,0.152,42,40.53,3.649,2.074,4.726,139,2.13,22,197,184,744,1.46,0,0.65,8.5
"PIZZA HUT 14"" PEPPERONI PIZZA",0,3.321,0.323,0.301,19.8,0.389,0.84,0.093,44,40.98,4.068,3.329,4.926,140,1.65,22,197,163,668,1.25,0,0.92,21.5
"PIZZA HUT 14"" SUPER SUPREME PIZZA",0,2.38,0.422,0.29,14.5,0.367,0.84,0.098,29,49.15,3.805,1.875,4.217,104,1.53,23,183,208,658,1.15,0.6,0.66,8.1
FST FD,16,3.277,0.352,0.502,24.5,0.34,0.55,0.12,61,43.76,2.352,1.788,4.221,177,2.14,24,212,154,535,1.37,0,0.83,6.7
FAST FD,17,3.49,0.442,0.265,27.8,0.354,0.56,0.058,61,43.41,2.934,2.389,4.679,186,2.3,24,216,157,533,1.38,0,0.82,10
FAST FD,19,2.029,0.301,0.204,28.4,0.256,0.8,0.082,64,40.87,4.561,2.932,6.932,300,0.83,25,286,175,581,1.63,0.1,1.29,9.7
FAST FD,25,3.735,0.437,0.337,26.5,0.339,0.64,0.155,62,42.53,3.454,2.01,4.87,156,2.2,24,200,172,632,1.43,0,0.87,6.4
FAST FD,25,3.687,0.469,0.274,29.1,0.307,0.62,0.093,56,42.27,3.762,2.603,4.977,160,2.18,25,204,171,617,1.44,0,0.87,11.5
FAST FD,22,3.1,0.455,0.266,23.1,0.256,0.68,0.098,54,50.4,3.787,1.89,4.407,120,1.86,23,183,184,589,1.24,0.1,0.86,6.2
Egg,72,2.111,0.59,0.29,17.1,0.17,0.53,0.128,57,47.03,6.718,2.26,5.649,96,1.51,14,307,146,652,1.03,0,0.55,1.8
No Category,32,3.082,0.384,0.156,15.2,0.209,0.27,0.108,0,40.11,7.532,2.591,5.435,63,1.42,14,316,145,737,0.76,0,0,1
Egg,76,1.319,0.522,0.3,24.7,0.126,0.39,0.083,61,45.85,4.686,1.775,4.201,109,1.65,21,181,156,752,1.36,1.8,0.53,2
MCDONALD'S,0,8.42,1.29,0.096,0,0.06,0.19,0.52,0,44.12,8.129,6.597,2.575,20,0.6,24,275,291,767,0.52,0,0,0
MCDONALD'S,0,7.4,0.88,0.11,0,0.16,0.33,0.398,0,47.44,8.177,5.896,3.133,14,0.91,22,332,251,632,0.59,1.2,0,0
MCDONALD'S,0,0.69,0.196,0.043,0,0.022,0,0.083,0,57.68,0.271,0.504,0.14,11,0.4,13,30,197,910,0.17,0,1.07,0
MCDONALD'S,0,0.033,0.189,0.079,0,0.031,0.23,0.04,0,41.36,11.094,28.178,7.894,29,0.25,3,30,78,708,0.13,0,3.42,0
MCDONALD'S,0,0.158,0.071,0.03,0,0.095,0,0.061,0,13.4,0,0,0,5,0.27,1,4,30,7,0.14,0.7,0,0
MCDONALD'S,0,0.402,0.175,0.056,0,0.048,0.23,0.06,0,58.65,1.724,3.406,0.987,32,0.86,24,57,83,902,0.36,0,0.86,0
MCDONALD'S,0,0.406,0.104,0.055,0,0.028,0,0.236,0,76,3.222,8.433,2.277,9,0.35,6,11,100,2140,0.06,0,2.71,0
MCDONALD'S,0,0.396,0.105,0.042,0,0.178,0,0.033,0,57.37,0.241,0.514,0.148,6,0.64,6,16,99,557,0.08,1.2,0.71,0
MCDONALD'S,0,0.21,0.303,0.045,0,0.032,0.16,0.035,0,63,1.334,2.679,0.895,23,0.42,12,36,49,383,0.26,0,0.7,0
MCDONALD'S,0,4.103,0.417,0.356,0,0.477,0.12,0.041,6,30.71,3.748,2.223,9.26,76,2.73,11,442,120,974,0.42,0,1.18,0
MCDONALD'S,0,2.46,0.46,0.24,0,0.296,0,0.069,55,24.97,7.452,1.985,4.606,48,2.02,12,65,94,407,0.44,0,1.65,0
MCDONALD'S,0,2.25,0.438,0.025,0,0.116,0,0.25,0,52.73,8.525,4.945,2.263,14,0.57,21,107,391,548,0.34,1.7,0,0
MCDONALD'S,0,0.069,1.158,0.606,0,0.098,1.08,0.182,182,66.94,5.22,2.195,4.062,66,2.08,12,261,139,192,1.43,0,1.46,0
MCDONALD'S,0,2.17,0.711,0.267,0,0.299,0,0.077,0,48.24,1.236,2.978,1.158,84,1.83,19,260,173,358,0.42,0,0.7,0
MCDONALD'S,0,2.41,0.806,0.268,0,0.309,0,0.1,126,20.34,9.062,2.811,4.47,57,1.72,19,104,140,378,0.81,0,1.85,0
MCDONALD'S,0,4.62,0.69,0.168,0,0.292,0.83,0.267,0,41.21,16.719,4.824,12.83,23,0.91,16,140,268,721,1.57,0,0,0
MCDONALD'S,0,2.64,0.237,0.213,0,0.296,0,0.049,0,36.98,9.183,1.038,3.995,19,1.99,7,36,63,199,0.23,32.3,1.94,0
MCDONALD'S,0,1.97,0.54,0.22,0,0.227,0.2,0.098,129,4.19,5.894,1.305,11.373,34,3.89,40,105,194,293,0.77,0,0.74,0
MCDONALD'S,0,3.62,0.43,0.296,0,0.364,0,0.129,0,3.97,8.087,2.151,3.244,17,3.37,17,111,98,483,0.6,0,2,0
MCDONALD'S,0,1.319,0.522,0.3,0,0.126,0,0.083,0,45.85,4.686,1.775,4.201,109,1.65,0,0,0,752,0,1.8,0,0
MCDONALD'S,0,3.082,0.384,0.156,0,0.209,0.27,0.108,0,40.11,7.532,2.591,5.435,63,1.42,14,316,145,737,0.76,0,0,0
MCDONALD'S,0,2.111,0.59,0.29,0,0.17,0.53,0,0,47.03,6.718,2.26,5.649,96,1.51,14,307,146,652,1.03,0,0,0
MCDONALD'S,0,0.11,0.667,0.21,0,0.038,0.55,0.048,91,64.69,1.094,0.213,2.25,121,0.07,12,100,176,53,0.43,0,0,0
MCDONALD'S,0,0.132,0.671,0.214,0,0.039,0.54,0.05,91,62.98,1.122,0.212,2.302,122,0.54,16,105,226,71,0.5,0,0,0
MCDONALD'S,0,0.121,0.67,0.211,0,0.039,0.55,0.051,91,64.45,1.095,0.213,2.252,122,0.09,12,100,184,49,0.43,0.4,0,0
MCDONALD'S,0,0.498,0.728,0.246,0,0.043,0.58,0.054,0,63.64,1.206,0.297,2.41,129,0.35,13,111,193,67,0.5,0,0.03,0
MCDONALD'S,0,0.131,0.613,0.195,0,0.039,0.49,0.05,0,64.02,0.976,0.19,2.008,110,0.1,11,91,173,47,0.39,1.5,0,0
MCDONALD'S,0,0.114,0.681,0.223,0,0.037,0.51,0.049,92,57.27,1.21,0.232,2.468,127,0.08,12,112,186,80,0.45,0,0.01,0
MCDONALD'S,0,0.151,0.749,0.226,0,0.042,0.55,0.052,81,58.81,1.045,0.22,3.592,139,0.83,19,128,246,94,0.56,0,0.19,0
MCDONALD'S,0,16.5,1.02,0.111,0,0.075,0,0.728,0,0.56,25.749,13.979,8.305,46,1.45,193,364,634,0,2.78,0,8.24,0
MCDONALD'S,0,0.139,0.73,0.243,0,0.051,0.6,0.053,0,61.74,1.67,0.282,3.402,135,0.27,17,116,208,54,0.54,0,0.08,0
MCDONALD'S,0,0.264,0.722,0.229,0,0.048,0.58,0.058,0,63.9,1.716,0.364,2.577,129,0.61,14,111,198,75,0.5,0,0.09,0
MCDONALD'S,0,1.702,0.776,0.29,0,0.161,0.54,0.361,83,49.41,5.735,2.109,5.361,180,1.63,17,219,137,675,1.18,0.8,0.19,0
MCDONALD'S,0,2.273,0.745,0.352,0,0.229,0.57,0.174,0,50.68,7.372,3.195,6.405,51,1.74,15,256,207,549,0.97,0.4,0,0
MCDONALD'S,0,0,0,0,0,0,0,0,2,87.5,0,0,0,62,0.1,0,0,0,0,0,277,0.08,0
MCDONALD'S,0,0.006,0.398,0.134,0,0.075,0,0.026,45,22.5,0.771,0.139,1.772,71,0.16,8,89,119,170,0.28,0,0,0
MCDONALD'S,0,3.86,0,0.247,0,0.162,1.18,0,0,47.77,4.983,0.486,6.088,160,2.13,20,162,217,657,2.4,0.4,0,0
MCDONALD'S,0,4.213,0,0.303,0,0.127,1.68,0,0,50.34,5.855,0.48,6.473,106,2.18,21,165,242,476,3.33,0.6,0,0
MCDONALD'S,0,0.01,0.02,0.02,0.3,0.01,0.05,0,0,66.41,3.67,7.91,2.77,50,0.2,3,31,20,709,0.3,0.5,0,0
MCDONALD'S,0,0.02,0.11,0.04,0.2,0.01,0.09,1.09,0,54.9,7.75,16.3,5.86,104,0.28,5,65,27,851,0.34,0,26.1,0
MCDONALD'S,0,0.01,0,0,0.1,0,0,0,0,66.05,2.19,2.8,0.87,8,0.28,3,1,20,1562,0.03,4,0.01,0
MCDONALD'S,0,0.01,0.11,0.14,0.4,0.01,0,0.04,0,51.35,15.35,6.35,4.36,77,0.25,3,76,120,954,0.06,0.8,0,0
MCDONALD'S,0,3.693,0,0.223,0,0.19,0.94,0,0,52.76,3.802,0.334,4.162,124,2.14,21,130,192,454,2.07,0.4,0,0
MCDONALD'S,0,3.325,0,0.26,0,0.143,0.98,0,0,57.71,4.195,2.995,3.726,65,1.88,18,98,200,317,2.06,1.9,0,0
MCDONALD'S,0,3.539,0,0.273,0,0.152,1.01,0,0,60.77,3.304,0.231,3.155,69,1.97,19,102,212,309,2.18,2,0,0
MCDONALD'S,0,3.138,0,0.268,0,0.137,0.98,0,0,56.74,4.343,2.891,4.387,91,1.78,18,114,199,387,2.07,1.8,0,0
MCDONALD'S,0,3.327,0,0.281,0,0.145,1.01,0,0,59.55,3.518,0.298,3.893,95,1.86,19,119,210,382,2.17,1.9,0,0
MCDONALD'S,0,4.371,0,0.216,0,0.234,0.17,0,0,47.43,3.405,2.881,1.636,96,1.78,20,150,184,571,0.75,0.9,0,0
MCDONALD'S,0,3.102,0.836,0.368,0,0.262,0.66,0.145,0,55.24,2.722,1.812,3.222,198,2.15,19,194,157,619,1.15,1.2,0.59,0
MCDONALD'S,0,4.184,0.554,0.288,0,0.347,0.45,0.153,0,38.94,7.749,3.234,7.253,224,2.04,21,163,188,693,1.28,0,0.28,0
MCDONALD'S,0,2.93,0.818,0.344,0,0.262,0.7,0.149,0,49.96,6.581,2.768,6.008,172,1.97,18,171,171,572,1.22,0,0.5,0
MCDONALD'S,0,1.959,0.642,0.416,0,0.262,0,0.093,0,42.29,5.546,2.625,8.262,109,2.13,12,335,121,863,0.9,2.1,0,0
MCDONALD'S,0,4.284,0.521,0.281,0,0.403,0.39,0.128,8,34.71,8.832,3.42,10.659,55,2.01,13,323,177,875,0.86,0,0.75,0
MCDONALD'S,0,2.968,0.716,0.381,0,0.308,0.6,0.144,64,44.62,7.748,3.169,8.628,58,2.03,13,303,165,664,1.04,0,0.98,0
MCDONALD'S,0,1.879,0.616,0.275,0,0.207,0.35,0.124,0,45.91,5.217,2.811,4.642,50,1.5,13,216,170,437,0.69,0.2,0,0
MCDONALD'S,0,1.979,0.514,0.178,0,0.216,0.14,0.087,0,40.7,3.426,2.468,2.747,51,1.22,14,171,148,354,0.5,0,0,0
MCDONALD'S,0,1.464,0.48,0.18,0,0.202,0.01,0.052,0,40.6,0.863,2.087,0.818,57,1.28,13,177,125,283,0.29,0,0,0
MCDONALD'S,0,0.001,0.094,0.032,0,0.018,0,0.006,12,72.16,0.182,0.033,0.418,64,0.11,0,0,0,40,0.07,211.6,0.06,0
MCDONALD'S,0,0.103,0.16,0.056,0,0.036,0.06,0.095,0,75.95,0.81,3.204,0.699,65,0.34,13,49,0,32,0.28,145.3,0,3.1
MCDONALD'S,0,3.82,0.492,0.069,0,0.056,0,0,0,82.95,0.606,0.294,1.005,64,0.61,0,0,255,285,0,10.6,0,0
MCDONALD'S,0,3.12,0.57,0.056,0,0.06,0,0,0,78.77,2.11,1.521,1.406,61,0.57,0,0,254,267,0,10,0,0
MCDONALD'S,0,0.213,0,0.037,0.2,0.043,0,0,0,89.71,0.461,0.143,1.182,86,0.61,9,79,216,83,0,14.1,0,0
MCDONALD'S,0,3.703,0.487,0.083,0,0.056,0,0,0,81.42,1.014,0.431,1.235,48,0.65,0,0,0,313,0,10.2,0,0
No Category,0,3.025,0.561,0.071,0,0.06,0,0,0,77.38,2.467,1.619,1.622,46,0.61,0,0,0,295,0,9.7,0,0
MCDONALD'S,0,0.206,0,0.058,0,0.044,0.1,0,0,87.2,1.057,0.327,1.507,63,0.67,10,45,201,132,0,13.5,0,0
MCDONALD'S,0,0.208,0,0.038,0,0.045,0,0,0,93.93,0.006,0.079,0.02,24,0.65,0,0,220,12,0,15.7,0,0
MCDONALD'S,0,0.237,0.418,0.115,0,0.046,0.19,0,0,74.61,0.106,0.095,0.041,86,0.45,14,84,167,58,0.36,13.9,0,0
MCDONALD'S,0,0.188,0.398,0.117,0,0.033,0.2,0,0,78.18,0.01,0.033,0.004,87,0.36,12,71,165,38,0.3,14.5,0,0
MCDONALD'S,0,2.748,0,0.201,0,0.283,0.81,0,0,46.9,2.768,2.323,1.773,128,1.64,23,131,194,464,0.54,0.1,0,0
BURGER KING,0,2.97,0.807,0.325,23.9,0.243,0.7,0.182,0,44.9,9.913,3.864,7.424,168,1.7,18,219,197,687,1.31,0,1.05,9.5
BURGER KING,0,4.09,0.651,0.317,20.9,0.329,0.55,0.182,0,35.08,12.025,3.114,8.595,107,1.87,19,158,205,782,1.43,0,0.98,6.5
BURGER KING,0,2.052,0.828,0.426,22.2,0.243,0.53,0.117,0,46.4,6.668,2.93,4.766,231,1.9,17,249,168,650,1.04,0,1.11,9.5
BURGER KING,0,2.575,0.336,0.175,12.2,0.284,0,0.053,0,33.57,9.502,2.566,3.989,53,1.92,19,87,111,428,0.51,0,0.88,14.5
BURGER KING,0,1.807,0.3,0.087,0.4,0.155,0,0.23,0,36.12,13.765,3.2,5.924,16,0.69,19,110,365,511,0.32,1.6,1.11,0
FAST FOODS,27,3.16,0.507,0.303,11.7,0.254,0.11,0.044,0,19.62,9.221,2.415,4.701,54,2.55,13,180,131,554,0.54,0,1.11,13.9
FAST FOODS,42,3.23,0.19,0.19,20.1,0.193,1.38,0.114,0,55.29,6.117,3.016,5.773,35,2.8,18,111,192,289,3,0.2,0.69,14.1
FT FDS,33,3.141,0.254,0.213,18.2,0.211,1.21,0.103,0,57.52,4.67,3.144,3.972,46,2.99,18,97,188,342,2.46,0.9,0.15,14.3
FAST FOODS,0,4.65,0.394,0.201,24.8,0.16,1.66,0.148,0,48.81,5.22,1.24,5.03,87,1.73,24,121,225,374,3.04,0.3,0.06,5
FAST FOODS,0,3.94,0.463,0.227,25.3,0.231,1.23,0.076,0,50.3,4.78,4.1,4.24,103,2.07,24,112,194,386,2.38,0.3,0.09,23.4
FAST FOODS,0,3.86,0,0.247,0,0.162,1.18,0,0,47.77,4.983,0.486,6.088,160,2.13,20,162,217,657,2.4,0.4,0,0
FAST FOODS,0,4.213,0,0.303,0,0.127,1.68,0,0,50.34,5.855,0.48,6.473,106,2.18,21,165,242,480,3.33,0.6,0,0
FAST FDS,36,2.875,0.236,0.228,18.7,0.236,1.54,0.089,19,56.21,4.754,1.559,5.487,78,2.17,18,120,178,465,2.09,0.4,0.08,14.2
FAST FOODS,37,4.05,0.59,0.26,24.7,0.119,1.75,0.093,47,48.36,5.96,1.264,7.032,179,1.02,26,183,223,591,2.83,0.3,0.2,4.4
FAST FDS,46,3.26,0.279,0.23,18.4,0.254,1.92,0.15,7,54.56,6.249,2.299,6.519,68,4.12,19,131,202,405,3.27,0.5,0.06,9.2
FAST FOODS,32,3.63,0.441,0.201,25.9,0.184,1.27,0.17,22,50.54,5.088,3.826,5.045,127,1.4,25,136,182,485,2.16,0.3,0.06,16.4
FAST FOODS,44,7.67,0.738,0.103,30.9,0.114,0.19,0.383,0,45.75,8.949,3.404,3.959,15,0.62,25,237,269,717,0.57,1,1.17,6.3
MCDONALD'S,0,6.521,0.927,0.19,0,0.196,0.15,0.306,4,57.3,1.157,2.074,0.865,37,1.48,28,195,228,540,0.69,3.2,0.53,0
MCDONALD'S,0,5.542,1.026,0.171,0,0.199,0,0,0,51.98,3.179,3.708,1.409,34,1.42,27,161,227,512,0.66,2.5,0,0
MCDONALD'S,0,5.575,0.826,0.186,0,0.172,0,0,0,52.52,2.508,2.16,2.89,95,1.37,0,0,0,630,0,4.4,0,0
MCDONALD'S,0,4.748,0.911,0.169,0,0.176,0,0,0,48.02,4.223,3.557,3.333,92,1.32,0,0,0,605,0,3.8,0,0
MCDONALD'S,0,6.177,0.869,0.183,0,0.187,0,0,0,53.61,1.865,1.678,1.463,38,1.48,0,0,0,666,0,4.9,0,0
MCDONALD'S,0,5.254,0.964,0.165,0,0.19,0,0,0,48.61,3.773,3.231,1.971,35,1.42,0,0,0,637,0,4.3,0,0
MCDONALD'S,0,4.654,0.453,0.333,0,0.444,0,0.074,0,36.26,1.936,4.092,1.554,292,3.19,23,120,128,485,0.81,0,0.44,0
FAST FOODS,98,3.15,0.759,0.316,26.4,0.372,0.73,0.077,95,46.44,2.992,1.749,4.121,97,2.17,21,208,137,659,1.25,0,0.61,2.9
FAST FOODS,84,2.877,0.896,0.218,23.8,0.305,0.96,0.091,64,45.17,6.026,2.603,6.396,94,1.77,20,185,123,550,1.05,0.5,0.64,2.8
FAST FOODS,82,3.355,0.765,0.255,25.1,0.236,1.27,0.132,81,44.9,4.997,1.849,5.419,93,2.06,22,204,145,530,2.21,0,0.55,3.4
LIGHT ICE CRM,20,0.139,0.73,0.243,3.6,0.051,0.6,0.053,31,61.74,1.67,0.282,3.633,135,0.27,17,116,208,54,0.54,0.9,0.08,0.7
LIGHT ICE CRM,19,0.264,0.722,0.229,4,0.048,0.58,0.058,25,63.9,1.716,0.364,2.754,129,0.61,14,111,198,75,0.5,0.8,0.09,3.3
POPEYES,0,2.387,0.527,0.075,0.4,0.15,0,0.21,0,41.95,8.385,1.147,6.175,24,1.11,25,138,436,668,0.37,1.1,0,0
POPEYES,0,3.112,0.6,0.235,2.8,0.323,0,0.052,0,26.13,11.796,3.45,6.933,109,2.23,12,323,142,759,0.45,0,0,0
POPEYES,0,0.206,0.25,0.025,0,0.015,0,0.102,56,72.84,3.339,5.852,1.887,31,0.23,7,20,118,218,0.12,14.7,0,0
POPEYES,0,8.317,1.06,0.122,19.7,0.12,0.11,0.486,0,45.18,6.201,1.257,5.442,12,0.91,26,265,269,922,0.59,0,0,0
POPEYES,0,8.69,1.1,0.13,18.9,0.117,0.2,0.426,0,47.11,5.321,1.112,4.743,12,1.01,28,276,289,997,0.6,0,0,0
KENTUCKY FRIED CHICK,0,3.187,0.47,0.217,9.9,0.452,0.15,0.035,0,28.96,11.686,1.159,4.197,60,2.82,15,586,115,1053,0.5,0,1.36,45
KENTUCKY FRIED CHICK,0,0.206,0.242,0.015,0,0.037,0.03,0.121,1,73.99,1.963,4.888,1.303,28,0.21,9,20,140,189,0.15,14.6,0.54,70.9
KENTUCKY FRIED CHICK,0,8.562,1.3,0.051,18.1,0.083,0.17,0.474,0,46.91,8.671,2.161,3.254,25,0.69,33,298,333,948,0.68,0,0.9,9.4
KENTUCKY FRIED CHICK,0,8.108,1.125,0.13,26.1,0.177,0.14,0.502,0,33.96,12.91,3.519,4.632,32,1.42,28,299,288,1140,0.98,0,1.32,17.4
KENTUCKY FRIED CHICK,0,2.142,0.63,0.019,0,0.152,0,0.21,0,44.19,8.858,1.799,2.981,26,1.06,30,106,522,757,0.43,0,0.85,8.1
KENTUCKY FRIED CHICK,0,4.332,0.975,0.095,13.2,0.019,0.32,0.159,49,38.72,14.626,4.411,6.916,59,0.79,21,182,199,860,0.7,0,0,0
KENTUCKY FRIED CHICK,0,10.892,1.625,0.127,27.3,0.06,0.3,0.416,6,63.17,2.44,0.81,1.281,19,0.51,28,249,304,469,0.87,0,0,0
KENTUCKY FRIED CHICK,0,5.277,1.3,0.264,30.9,0.05,0.64,0.248,11,61.84,4.011,1.441,2.114,16,1.04,23,223,273,524,2.5,0,0,0
KENTUCKY FRIED CHICK,0,5.272,1.337,0.243,26.9,0.055,0.52,0.286,14,63.43,4.504,1.661,2.607,20,0.93,21,216,263,541,1.84,0,0,0
KENTUCKY FRIED CHICK,0,7.284,1.225,0.152,30.6,0.029,0.42,0.41,13,53.62,5.381,1.801,2.619,29,0.86,24,216,254,683,1.68,0,0,0
KENTUCKY FRIED CHICK,0,3.423,0.812,0.072,11.9,0.015,0.36,0.127,35,27.81,16.588,4.645,7.958,41,0.67,18,149,170,828,0.61,0,0,0
KENTUCKY FRIED CHICK,0,10.897,1.626,0.127,27.8,0.06,0.3,0.416,6,63.19,2.206,0.736,1.161,20,0.51,28,253,309,477,0.89,0,0,0
KENTUCKY FRIED CHICK,0,5.244,1.292,0.262,30.9,0.05,0.63,0.247,11,61.87,3.964,1.427,2.089,16,1.05,23,224,273,526,2.51,0,0,0
KENTUCKY FRIED CHICK,0,5.317,1.349,0.245,27.8,0.055,0.53,0.288,14,63.49,4.134,1.524,2.394,21,0.96,22,223,271,558,1.9,0,0,0
KENTUCKY FRIED CHICK,0,7.136,1.2,0.149,31.9,0.028,0.41,0.401,14,49.57,6.554,2.18,3.191,30,0.89,25,226,265,714,1.75,0,0,0
KENTUCKY FRIED CHICK,0,8.879,1.425,0.117,23,0.047,0.31,0.337,19,55.66,6.181,1.92,3.011,31,0.59,26,228,272,589,0.82,0,0,0
KENTUCKY FRIED CHICK,0,4.993,1.202,0.213,25.5,0.041,0.54,0.221,22,54.88,7.206,2.337,3.559,29,0.97,23,211,250,625,1.96,0,0,0
KENTUCKY FRIED CHICK,0,4.899,1.194,0.184,21.5,0.041,0.44,0.235,28,53.62,8.522,2.753,4.318,36,0.88,21,202,237,667,1.39,0,0,0
KENTUCKY FRIED CHICK,0,6.106,1.125,0.13,23.7,0.025,0.38,0.309,27,47.67,9.069,2.843,4.334,41,0.83,23,203,232,754,1.29,0,0,0
KENTUCKY FRIED CHICK,0,8.139,1.326,0.107,21.9,0.043,0.32,0.309,17,50.13,7.513,2.178,3.669,27,0.57,24,215,258,607,0.78,0,0,0
KENTUCKY FRIED CHICK,0,4.601,1.122,0.195,24.2,0.037,0.54,0.204,19,49.85,8.42,2.563,4.161,25,0.91,21,198,237,632,1.84,0,0,0
KENTUCKY FRIED CHICK,0,4.451,1.104,0.166,20.5,0.037,0.45,0.215,23,47.18,9.826,2.951,4.937,30,0.83,20,189,225,682,1.31,0,0,0
KENTUCKY FRIED CHICK,0,5.488,1.028,0.115,23,0.022,0.39,0.28,23,39.91,11.009,3.274,5.307,35,0.79,22,192,223,765,1.24,0,0,0
POPEYES,0,11.867,1.754,0.188,36.2,0.108,0.39,0.54,6,62.28,1.918,0.532,1.561,22,0.53,30,234,349,414,0.85,0,0,0
POPEYES,0,6.15,1.469,0.341,34.6,0.107,0.85,0.296,10,62.63,3.052,0.977,2.223,16,1.06,25,206,321,478,2.59,0,0,0
POPEYES,0,4.485,0.847,0.127,18.8,0.094,0.32,0.152,41,30.81,14.945,3.515,11.716,25,1.06,17,124,180,738,0.63,0,0,0
POPEYES,0,6.494,1.562,0.322,32,0.1,0.61,0.318,14,61.37,4.832,1.532,3.361,15,1.01,23,195,320,474,1.95,0,0,0
POPEYES,0,8.743,1.385,0.213,38.5,0.098,0.51,0.492,13,52.61,4.871,1.463,3.664,31,0.94,25,192,293,633,1.77,0,0,0
POPEYES,0,11.837,1.75,0.187,34.9,0.107,0.39,0.539,6,63.32,1.951,0.538,1.588,21,0.51,29,225,337,400,0.82,0,0,0
POPEYES,0,6.175,1.475,0.343,33.3,0.107,0.85,0.297,10,62.42,3.571,1.142,2.602,15,1.02,24,199,309,460,2.5,0,0,0
POPEYES,0,4.92,0.934,0.15,19.5,0.075,0.31,0.148,46,31.23,15.676,3.543,12.348,34,1.21,19,132,192,640,0.67,0,0,0
POPEYES,0,6.497,1.562,0.322,31.5,0.1,0.61,0.318,14,62.03,4.744,1.504,3.299,15,0.99,23,192,315,466,1.92,0,0,0
POPEYES,0,8.84,1.4,0.215,37.5,0.099,0.52,0.498,13,52.72,5.16,1.55,3.881,30,0.91,24,188,287,618,1.73,0,0,0
POPEYES,0,9.368,1.459,0.174,29.4,0.096,0.36,0.399,20,51.86,6.851,1.613,5.429,26,0.76,25,192,285,485,0.77,0,0,0
POPEYES,0,5.835,1.328,0.29,29.6,0.099,0.7,0.256,20,53.97,6.852,1.793,5.243,20,1.07,23,181,277,509,2,0,0,0
POPEYES,0,5.807,1.287,0.247,26.2,0.089,0.48,0.244,28,48.54,9.532,2.397,7.263,23,1.09,21,166,261,543,1.37,0,0,0
POPEYES,0,6.692,1.144,0.179,27.6,0.086,0.4,0.306,31,40.95,10.923,2.642,8.521,32,1.07,21,157,235,630,1.15,0,0,0
POPEYES,0,9.21,1.428,0.166,30,0.103,0.36,0.4,19,50.95,6.608,1.606,5.216,23,0.72,25,194,288,530,0.77,0,0,0
POPEYES,0,5.443,1.205,0.25,27.9,0.101,0.62,0.235,23,49.1,8.107,2.056,6.257,20,1.06,22,171,261,588,1.76,0,0,0
POPEYES,0,5.576,1.235,0.233,26,0.097,0.47,0.242,27,47.4,9.454,2.438,7.179,20,1.03,20,162,256,595,1.34,0,0,0
POPEYES,0,6.456,1.096,0.167,27.9,0.096,0.41,0.31,28,40.9,10.281,2.565,7.987,27,1,21,155,232,689,1.16,0,0,0
MCDONALD'S,0,4.103,0.417,0.356,0,0.477,0.12,0.041,6,30.71,3.749,2.227,9.26,76,2.73,11,442,120,974,0.42,0,1.18,0
KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,0,6.48,0,0.59,0,0.96,0,0,0,7.7,0,0,1.8,132,3.66,0,378,423,802,0,0.5,0,0
MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,0,1.4,0,0.3,0,11.2,0,0.9,0,59.9,1.5,3.2,0.8,59,2.2,0,164,210,525,1,1.1,0,0
MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,0,0,0,0.2,0,0.3,0,0.06,0,64.8,0.2,0.9,0.2,23,1.5,0,128,121,1068,1,0,0,0
MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,0,11.6,0,0.2,0,1.2,8.1,0.7,0,65.8,0.9,2.87,0.5,32,4.6,0,201,189,427,1,0,0,0
MORNINGSTAR FARMS GRILLERS VEGAN,0,0,0,0.1,0,0,0,0,0,68.2,1.2,1.7,0.5,37,2.9,0,221,498,395,0.8,0,0,0
MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,0,6,0,0.3,0,11,3.7,0.5,0,54.4,1.9,4.9,1.1,44,4.5,0,306,328,671,1.4,0,0,0
MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,0,1.8,0,0.3,0,13.6,0,0.16,0,56.5,1.5,3.3,0.8,103,2.2,51,189,380,520,1,1,0,0
GREEN GIANT,0,7,0,0.22,10,0.35,0,0.43,0,65,2.372,0.295,1.13,113,4.28,78,250,480,457,8.97,0,0,0
LOMA LINDA BIG FRANKS,0,14.83,3.16,0.98,0,0.58,13.12,1.43,0,59.09,3.1,7.39,1.61,17,2.52,0,143,116,426,2.29,0,0,0
MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,0,0,0,0,0,0,0,0,0,64.8,0.8,1.09,0.3,31,2.8,0,0,349,644,0.5,0,0,0
NESTLE,0,1.374,0.261,0.08,0,0.042,0.57,0.09,0,69.5,4.248,0.552,4,28,1.5,18,66,202,506,1.53,0,0,0
